newspaper_name,headline,article_text,publish_date
The New York Times,Health Group Retracts Report on H.I.V. in Greece,"On Tuesday morning, Ms. Porritt told The Times that the W.H.O. report should have said that “about half of infections are due to needle injection, some of which is deliberate self-infection.”

It was not clear, though, whether there was evidence to say even that much. The various reports included no apparent documentation of any cases.

By Tuesday afternoon, the W.H.O. had issued its own correction: “The sentence should read: ‘Half of the new H.I.V. cases are self-injecting, and out of them, few are deliberately inflicting the virus.’ ” Later in the day, it retracted that statement, too, and said instead, “There is no evidence suggesting that deliberate self-infection with H.I.V. goes beyond a few anecdotal cases.”

The Greek H.I.V. claim did not receive much attention when the report first came out, though it was mentioned in an article late October on the website of the magazine New Scientist. But the claim gained traction quickly Monday on Twitter, and it was reposted by European journalists and politicians.

A Sky News headline said “Greeks ‘Injecting HIV to Claim €700 Benefits’ ,” while a Fox Business headline said “European Crisis: Half of HIV Infections in Greece Are Self-Inflicted.”

Not all accepted it at face value, however. Media Matters for America, a liberal media watchdog group, wrote online Monday that “the W.H.O. report is incorrect,” after studying the citation.

What is not in dispute is that while Greece saw a sharp rise in cases of H.I.V., the virus that causes AIDS, with the onset of its economic crisis, the latest government figures show the number of new cases falling this year.",27/11/2013
The New York Times,United States Charges Man Accused in Leak of Singapore HIV Data,"SINGAPORE — Authorities in the United States have charged a man accused of leaking information on thousands of HIV victims in Singapore with possession and unlawful transfer of stolen documents.

Mikhy Farrera-Brochez was deported last year from the wealthy Asian city state after serving a prison sentence for numerous drug-related and fraud offences, including lying about his own HIV status.

In January, Singapore's health ministry said Brochez had disclosed online the personal information, from names and identity numbers to addresses, of 5,400 citizens diagnosed with HIV up to January 2013, and of 8,800 foreigners diagnosed up to December 2011.

""The criminal complaint alleges that Farrera-Brochez illegally possessed and intended to distribute data containing sensitive medical and other identifying information,"" the U.S. Attorney’s office of the eastern district of Kentucky said on Friday.",23/02/2019
The New York Times,HIV in the Mountain Kingdom,"Ben Solomon for The New York Times

Jordan Schermerhorn, a recent graduate of Rice University, is the 2012 “Win A Trip” winner. She is currently traveling with Nick through parts of southern Africa. In her first post, she writes about HIV treatment in Lesotho.

For my first trip outside of the United States, I felt amply prepared for new experiences traveling across southern Africa – for witnessing both the struggles of poverty and the optimism of burgeoning economic growth.

Then I saw the plane.

Suppressing nervousness, I scrambled into the tiny six-seat propeller plane that bore us on the first leg of our journey to a health clinic. It looked hardly bigger than a toy, and each of us was weighed before stepping inside so the pilot could calculate the amount of fuel necessary. The plane was to take us to the small village of Bobete, near the center of the southern African country of Lesotho. This country is aptly named the Mountain Kingdom: immense geographical barriers limit the construction of roads and airstrips used to reach patients in remote, rural villages, and our bird’s eye view provided some insight into the complexity of delivering health care in Lesotho. Health centers in the distant reaches of the country are often swarmed with patients, many of whom are unable to trek to the clinics in snow storms. Such weather also poses immense difficulties for planes attempting to drop off supplies: for instance, the clinic we visited was out of injectable contraceptives.



As we made our approach, buildings trimmed in bright red – characteristic, I later learned, of all health facilities in Lesotho – stood out sharply against grain-covered slopes. I was thrilled to spot solar panels on the periphery of the clinic. Along with a backup generator, this reliable power source allows the clinic to operate independently of regular blackouts that plague similar areas, keeping X-ray and ultrasound machines running for patients in need.

The Bobete clinic, an outpost tucked away in the mountains, is run by Partners in Health, the organization founded by Dr. Paul Farmer and best known for its work in Haiti. The clinic is used primarily to treat HIV patients in a catchment area of 30,000 people. In Lesotho, 23% of the adult population is HIV positive – most of them women of childbearing age – and treatment is undergoing a transformation. With a HIV diagnosis no longer considered an immediate death sentence, the stigma surrounding the disease here is vastly reduced.

One HIV-positive woman we spoke to said she was not scared when her test results first came back: she knew what HIV was, and that it was manageable with medication. After a few weeks of antiretrovirals, she felt well enough to head to the capital city of Maseru in search of a job – only to catch tuberculosis four months later. Though she was forced to retreat to the clinic that had first saved her life, she soon expects to be back in her healthiest state. Unfortunately, this cycle of concurrent infectious and chronic disease is not uncommon: HIV patients may catch tuberculosis time and time again.

It helps immensely that antiretroviral drugs are available for free here, but the question remains as to whether or not that will be sustainable as people with HIV live longer. Prevention is becoming increasingly important, and one of the most essential paths to eradication of the epidemic is the prevention of mother-to-child transmission. Pregnant women arriving at the Bobete clinic are HIV tested as a matter of course, and those who test positive are provided with a substantial support system to ensure their children are borne free of the virus.

We met another HIV-positive woman with a toddler whose squirming could not be suppressed even when strapped tightly to her back under a blanket. She had followed careful protocol while pregnant, diligently boiling water and cleaning bottles when opting to exclusively formula-feed her son. Though her mother had eight children, she says this one is quite enough for her; though she halted her education after two years of secondary school, she dreams of sending her son to university. This is the progress Lesotho can hope for in the next generation of the fight against HIV and AIDS: with effective prevention techniques, an educated population, and an expanding health system, all toddlers should be so lucky.

And, yes, the visit to the clinic was worth a bumpy flight in a tiny airplane. I even got to ride in the co-pilot’s seat on the way back for a free flying lesson.",28/06/2012
The New York Times,"Gene Variation May Raise Risk of H.I.V., Study Finds","A genetic variation that once protected people in sub-Saharan Africa from a now extinct form of malaria may have left them somewhat more vulnerable to infection by H.I.V., the virus that causes AIDS. The gene could account for 11 percent of the H.I.V. infections in Africa, explaining why the disease is more common there than expected, researchers based in Texas and London say. The researchers said their finding had no immediate public health consequences. But if confirmed, it would offer an important insight into the biology of the virus.

The genetic variation has been studied in United States Air Force personnel, whose H.I.V. infections have been followed for 25 years. African-Americans who carried the variation were 50 percent more likely to acquire H.I.V. than African-Americans who did not, although their disease progressed more slowly, say researchers led by Sunil K. Ahuja, director of the Veterans Administration H.I.V./AIDS Center, San Antonio, and Matthew J. Dolan of the Uniformed Services University in Bethesda, Md. Their results were reported Wednesday in the journal Cell Host & Microbe.

David B. Goldstein, geneticist who studies H.I.V. at Duke University, said that the new result “would be pretty exciting if it holds up” and that many other researchers would now test it. “If the results are confirmed, it would mean that selection for resistance to malaria has created a vulnerability to infection with HIV-1,” he said, referring to the principal form of the virus.

The genetic variation, called a SNP, or snip, involves a change in one unit of DNA. This particular snip has a far-reaching consequence. It prevents red blood cells from inserting a certain protein on their surface. The protein is called a receptor because it receives signals from a hormone known as CCL5, which is part of the immune system’s regulatory system.

Advertisement Continue reading the main story

The receptor is also used by a malarial parasite called Plasmodium vivax to gain entry to the red blood cells it feeds on. About 10,000 years ago, people in Africa who possessed the SNP variation gained a powerful survival advantage from not being vulnerable to the ancestor of Plasmodium vivax. The SNP eventually swept through the population and the vivax parasite died out in Africa, to be replaced by its current successor, Plasmodium falciparum.",17/07/2008
The New York Times,Scientists Urge New Look at Feeding in AIDS Fight,"Many governments in poor countries have followed those guidelines, even encouraging infected mothers to stop breast-feeding earlier than six months in an effort to reduce the risk of transmitting H.I.V. to infants.

But four new studies conducted in Africa and reported on Monday showed that there could be significant dangers for such formula-fed infants.

Three studies found that many uninfected infants who were breast-fed exclusively by their infected mothers and weaned rapidly at six months had increased rates of severe diarrhea resulting in hospitalization or death.

A fourth study uncovered an epidemic of diarrhea and malnutrition that occurred among young children after a flood last year in Botswana. Because of sewage contamination of the water and the environment, deaths from diarrhea in the South African country were 25 times higher than in earlier years. The link between the outbreak and formula-feeding was found only through a detailed epidemiological study.

Newsletter Sign Up Continue reading the main story Please verify you're not a robot by clicking the box. Invalid email address. Please re-enter. You must select a newsletter to subscribe to. Sign Up You will receive emails containing news content , updates and promotions from The New York Times. You may opt-out at any time. You agree to receive occasional updates and special offers for The New York Times's products and services. Thank you for subscribing. An error has occurred. Please try again later. View all New York Times newsletters.

The Centers for Disease Control and Prevention in Atlanta paid for these four studies.

Dr. Michael Thigpen, a C.D.C. epidemiologist who reported one of the studies, said that while the overall findings were disturbing, they were part of continuing studies. Changing official recommendations should wait for completion of the studies, Dr. Thigpen said.

A fifth study, from Zambia, showed an increased death rate among infants born to infected mothers who stopped breast-feeding at four months.

Dr. Moses Sinkala of the Lusaka District Health Management team, who presented the Zambian study, said the study cautioned against stopping breast-feeding early in poor countries.

Dr. Sinkala said health officials “should strongly encourage breast-feeding into the second year of life for infants found to be HIV-infected.” The reason was that infected infants had a lower death rate the longer they were breast-fed, said Dr. Donald M. Thea of Boston University, a co-author of the Zambian study.

Advertisement Continue reading the main story

In a main address to the conference, Dr. Hoosen Coovadia, an AIDS expert from Durban, South Africa, pointed out the many well-documented advantages of breast-feeding. Dr. Coovadia pleaded with pediatricians and health officials not to lose sight of the fact that breast-feeding provided one of nature’s greatest health benefits.

Dr. Coovadia, who works at the University of KwaZulu-Natal, cited data from two United Nations agencies that showed a large difference in deaths among breast-fed infants. The data were from mathematical modeling studies.

United Nations AIDS estimates that 300,000 infants die each year from becoming infected through breast-feeding. Unicef estimates that 1.5 million infants die each year from mothers who avoided breast-feeding.

Preventing H.I.V. infection would be the definitive way to avoid the issue, Dr. Coovadia said. But for those at risk, health officials need to provide antiretroviral therapy to mothers and children, and scientists need to determine whether a vaccine now being tested among children in Africa may reduce their risk of getting H.I.V. from an infected mother.",27/02/2007
The New York Times,"Circumcision Reduces Risk of AIDS, Study Finds","Sex education messages to young men need to make it clear that “this does not mean that you have an absolute protection,” said Dr. Anthony S. Fauci, an AIDS researcher and director of the National Institute of Allergy and Infectious Diseases, which sponsored the trials. Circumcision should be added to other prevention methods, not replace them, he said.

The two trials were carried out among nearly 3,000 men in Kisumu, Kenya, and nearly 5,000 men in Rakai, Uganda. None were infected with H.I.V., the virus that causes AIDS; they were divided into circumcised and uncircumcised groups. They were given safe sex advice — although many presumably did not take it — and retested regularly.

The trials were stopped by the National Institutes of Health’s Data Safety and Monitoring Board this week after data showed that the Kenyan men had a 53 percent reduction in new H.I.V. cases and the Ugandan men a 48 percent reduction.

In Kenya, 22 of the 1,393 circumcised young men in the study caught the disease, compared with 47 of the 1,391 uncircumcised men.

Those results echo the finding of a trial completed last year in the town of Orange Farm, South Africa, financed by the French government, which demonstrated a reduction of 60 percent among circumcised men.

Newsletter Sign Up Continue reading the main story Please verify you're not a robot by clicking the box. Invalid email address. Please re-enter. You must select a newsletter to subscribe to. Sign Up You will receive emails containing news content , updates and promotions from The New York Times. You may opt-out at any time. You agree to receive occasional updates and special offers for The New York Times's products and services. Thank you for subscribing. An error has occurred. Please try again later. View all New York Times newsletters.

Two agencies, one under the State Department and the other financed by a number of countries, said they now would be willing to pay for circumcisions, which they have not before, citing a lack of hard evidence that it works.

Dr. Richard G. A. Feachem, executive director of the Global Fund to Fight AIDS, Tuberculosis and Malaria, said that if a country seeking money submitted plans to conduct safe, sterile circumcisions, “I think it’s very likely that our technical panel would approve it.”

Ambassador Mark Dybul, executive director of the $15 billion President’s Emergency Plan for AIDS Relief in the State Department, said his agency “will support implementation of safe medical male circumcision for HIV/AIDS prevention.”

Advertisement Continue reading the main story

He too warned that it was only one new weapon.

“Prevention efforts must reinforce the ABC approach — abstain, be faithful and correct and consistent use of condoms,” he said.

Uncircumcised men are thought to be more susceptible to AIDS because the underside of the foreskin is rich in Langerhans’ cells, which attach easily to the virus. The foreskin may also suffer small tears during intercourse, making it more susceptible to infection.

Researchers have long noted that parts of Africa where circumcision is practiced — particularly in the Muslim countries of West Africa — had much lower AIDS rates. But it was unclear whether other factors, such as religion or polygamy, played important roles.

Outside Muslim regions, circumcision is spotty. In South Africa, for example, the Xhosa people circumcise teen-age boys, while Zulus, whose traditional homeland abuts theirs, do not. AIDS is common in members of both tribes.

In recent years, as word has spread that circumcision might be protective, many African men have sought it out. A Zambian hospital offered $3 circumcisions last year, and Swaziland trained 60 doctors to give them at $40 each after its waiting lists grew.

“Private practitioners also do it,” Dr. Halperin said. “In some places, it’s $20, in others, much more. Lots of the wealthy elite have already done it. It prevents STD’s, it’s seen as cleaner, sex is better, women like it. I predict that a lot of men who can’t afford private clinics will start clamoring for it.”",13/12/2006
The New York Times,BOOKS ON HEALTH; Women And H.I.V.,"''A Woman's Guide to Living with H.I.V. Infection,'' by Dr. Rebecca A. Clark, Dr. Robert T. Maupin Jr. and Dr. Jill Hayes Hammer. Johns Hopkins University Press, $15.95.

Early in the AIDS epidemic, men were thought to be at higher risk for the disease. Today, about half the adults living with H.I.V. or AIDS worldwide are women. In the United States, according to the Centers for Disease Control and Prevention, about 12,000 women are infected every year, 30 percent of all new cases.

The authors, experts based in New Orleans, deal with the concerns of women with H.I.V., a topic they feel has not been addressed adequately, especially when it comes to gynecologic disorders, reproductive choices, contraception and pregnancy. Covering the medical, emotional and social issues facing women with H.I.V. infection, the authors' approach is easy to follow: a series of questions at the beginning of each chapter, with key points at the end.

As to whether a woman with H.I.V. should consider pregnancy, the authors urge a careful examination of potential risks of the disease and its medications for both mother and child. The chances of transmitting H.I.V., they write, are influenced by how well the mother's infection is controlled. Certain medical conditions, like hepatitis C, can also increase the risk of transmission to the baby.

H.I.V. infection also appears to increase the risk of bone-thinning osteoporosis, and of osteonecrosis, the death of bone. The authors write that certain H.I.V. treatments may affect blood fat levels that, when elevated, can increase the risk of heart attack. H.I.V. can also cause vaginal yeast infections, abnormal Pap smears, genital warts and pelvic infections.",06/07/2004
The New York Times,New H.I.V. Test Lets Officials Reach Out to the Street,"""This makes a huge difference to fragile, marginalized communities where people have disorganized lives,"" said Dr.. Sandra R. Hernández, the former director of the San Francisco Public Health Department who is chief executive of the San Francisco Foundation, which offers grants for community programs like this one.

Continuum, an AIDS organization in San Francisco, provides the tests and tent. The organizers have tried to make it less intimidating than a clinic or a van displaying a health department logo. Participants can snack on free food and watch an Eddie Murphy comedy on a television set.

""The tent is more approachable,"" the Continuum executive director, Mark Cloutier, said. ""It's playful and carnivallike.""

Participants are offered $10 grocery vouchers, cups of instant soup, health bars, juice, toiletries, unlimited number of condoms and, for addicts, a needle-cleaning kit. And bottled water. For people on the streets, water may be as difficult to find as a bathroom.

Recently, two participants, Deborah Brooks and Terrence Davis, old friends, were giddy about their momentary good fortune. But there was a catch. They had to answer direct and often graphic questions about drugs and sexual practices.

In a traditional setting, they might have been asked, ""Tell me why you're here?"" in front of strangers with other medical needs, said Cicily Emerson, director of prevention services at Continuum.

Under the tent, Ms. Emerson said, where everyone is having the same test, a counselor in a private space can ask more intrusive questions, beginning with, ""What brings you in to be tested today?"" and moving to sex and drug histories.

Newsletter Sign Up Continue reading the main story Please verify you're not a robot by clicking the box. Invalid email address. Please re-enter. You must select a newsletter to subscribe to. Sign Up You will receive emails containing news content , updates and promotions from The New York Times. You may opt-out at any time. You agree to receive occasional updates and special offers for The New York Times's products and services. Thank you for subscribing. An error has occurred. Please try again later. View all New York Times newsletters.

In the 20-minute wait for his results, Mr. Davis conferred with a counselor. He had spent nearly half his life in prison for drug-related crimes and occasionally, he said, had been less than careful with sex partners. The counselor asked what he would do if the result was positive.

Advertisement Continue reading the main story

""It's scary,"" Mr. Davis conceded. ""But it's not going to make me commit suicide.""

Nationally, federal studies have found that 90 percent of people who learn that they are positive alter their risky behavior, lessening the chance of spreading the disease. Participants who test positive in the tent are funneled to health programs, making them more likely to behave responsibly, Mr. Cloutier said.

Women who are negative but have positive partners are offered more counseling. A $790,000 grant from the Centers for Disease Control to Continuum for two years also pays for $10 food vouchers for some participants for every friend they bring in.

A few participants grasped their possessions in droopy plastic bags. Others wheeled suitcases behind them. Even though the city has confiscated park benches from the area and installed sharp-edged iron fences to keep the homeless and transients off the statues, the plaza near City Hall remains their territory, which is why the yellow tent goes up in the same place every Tuesday.

For decades, the largest number of people with AIDS here lived in the Castro, an upscale gay neighborhood with gingerbread Victorian houses. More recently, the most densely populated section for H.I.V. and AIDS has shifted to the Tenderloin, a mixed area with immigrant families, transients, users of intravenous drugs and the homeless. On Thursdays, the yellow tent is there.

Of the 650 people tested at the two sites, 40 have been found H.I.V. positive. Twenty of those had previously been tested, according to city records. That has raised the question of whether the experiment is concentrating on the neediest areas.

Officials are considering moving the tent to Bayview, a predominantly African-American area, and under a freeway, where the most alienated homeless people congregate.

For now, the City Hall site remains. After his counseling session, Mr. Davis was told his test was negative. He sighed and smiled.

Ms. Brooks, who said she injects amphetamines and whose lover is a female sex worker, learned that she, too, was negative.

""The counseling must be working,"" she said, ""because I'm listening.""

Ms. Brooks scooped up hygiene packets and dashed into the street, taking her $10 voucher to buy vodka.",16/12/2004
The New York Times,BOOKS ON HEALTH; Smart Approach to H.I.V.,"''The First Year -- H.I.V.: An Essential Guide for the Newly Diagnosed,'' by Brett Grodeck. Marlowe & Company, $15.95.

It is hard to be optimistic about an incurable disease, but the author of this supportive resource, a writer who has had H.I.V. for 25 years, manages to do it. ''Now that I'm healthy,'' he writes, ''I'm far more worried about getting in a car accident on the Los Angeles Freeway than I am about getting sick from H.I.V.''

Mr. Grodeck, an online editor for the RAND Corporation, guides readers through the first seven days after diagnosis, the next three weeks, and the rest of the year.

Combining the human element with essential information about treatment options, choosing the right doctors, the importance of diet and exercise, holistic alternatives and sex, the book transforms a complex disease into one that can be understood and managed.

Advertisement Continue reading the main story

In his discussion of treatment options, Mr. Grodeck takes a level-headed approach.

While noting that the new generation of medicines, taken together in various combinations, can slow or even halt the virus, he cautions that so-called alternative therapies do not improve the course of H.I.V. and that some are dangerous and can make the infection worse.

''If you like gambling,'' he writes, ''you'll love herbal medicine. Most herbal or plant-based medicines haven't been properly tested, so they are risky.'' Moreover, he says, people taking prescription drugs should ''be careful about taking herbs and supplements.''",09/12/2003
The New York Times,Fake Letters Warn of Positive H.I.V. Results,"Imagine receiving a letter from a renowned hospital, telling you that one of your sexual partners has tested positive for H.I.V., and that you might be infected. Now add another, disturbing layer to this dark tale: the letter is a fake, and someone has picked you to be the target of a hoax.

That is what has happened since early last month to at least 10 people who have received letters claiming to be from Mount Sinai Hospital. A hospital spokesman, Mel Granick, said that Mount Sinai knew of no connection among the victims, and had no idea how they were chosen, or who the letter writer might be.

A few weeks ago, officials in Virginia revealed that someone had sent a batch of nearly identical bogus letters that appeared to be from Virginia Hospital Center, near Washington. The similarities are strong enough, Mr. Granick said, to raise suspicions that the same person is responsible in both cases.

Mount Sinai notified the Manhattan district attorney's office, which is investigating. A spokeswoman for that office, Barbara Thompson, said that depending on the circumstances, creating and sending the letters could constitute a crime like possession of a false instrument - akin to forgery - or aggravated harassment.

Advertisement Continue reading the main story

One man who received a letter, a Greenwich Village resident who owns a computer-related business, said he suspected right away that it was a hoax.",20/03/2004
